filename,moisture,ash
GUOBEI_imgcls_C_0000206.jpg,4.19,39.55
GUOBEI_imgcls_C_0000207.jpg,4.58,37.61
GUOBEI_imgcls_C_0000208.jpg,4.24,39.3
GUOBEI_imgcls_C_0000209.jpg,3.96,40.68
GUOBEI_imgcls_C_0000210.jpg,3.96,40.68
GUOBEI_imgcls_C_0000211.jpg,4.57,37.64
GUOBEI_imgcls_C_0000212.jpg,4.03,40.35
GUOBEI_imgcls_C_0000213.jpg,4.75,36.75
GUOBEI_imgcls_C_0000214.jpg,3.97,40.66
GUOBEI_imgcls_C_0000215.jpg,4.43,38.33
GUOBEI_imgcls_C_0000216.jpg,4.04,40.29
GUOBEI_imgcls_C_0000217.jpg,4.35,38.73
GUOBEI_imgcls_C_0000218.jpg,4.49,38.05
GUOBEI_imgcls_C_0000219.jpg,4.39,38.53
GUOBEI_imgcls_C_0000220.jpg,4.51,37.93
GUOBEI_imgcls_C_0000221.jpg,4.21,39.45
GUOBEI_imgcls_C_0000222.jpg,4.3,39.0
GUOBEI_imgcls_C_0000223.jpg,4.34,38.79
GUOBEI_imgcls_C_0000224.jpg,4.12,39.9
GUOBEI_imgcls_C_0000225.jpg,4.28,39.11
GUOBEI_imgcls_C_0000226.jpg,4.23,39.36
GUOBEI_imgcls_C_0000227.jpg,4.12,39.88
GUOBEI_imgcls_C_0000228.jpg,3.72,41.91
GUOBEI_imgcls_C_0000229.jpg,4.78,36.6
GUOBEI_imgcls_C_0000230.jpg,3.89,41.07
GUOBEI_imgcls_C_0000231.jpg,3.88,41.1
GUOBEI_imgcls_C_0000232.jpg,4.19,39.53
GUOBEI_imgcls_C_0000233.jpg,4.2,39.48
GUOBEI_imgcls_C_0000234.jpg,3.89,41.06
GUOBEI_imgcls_C_0000235.jpg,3.92,40.89
GUOBEI_imgcls_C_0000236.jpg,4.8,36.49
GUOBEI_imgcls_C_0000237.jpg,4.38,38.61
GUOBEI_imgcls_C_0000238.jpg,4.3,39.01
GUOBEI_imgcls_C_0000239.jpg,4.54,37.81
GUOBEI_imgcls_C_0000240.jpg,4.1,40.02
GUOBEI_imgcls_C_0000241.jpg,3.94,40.82
GUOBEI_imgcls_C_0000242.jpg,4.53,37.83
GUOBEI_imgcls_C_0000243.jpg,4.43,38.33
GUOBEI_imgcls_C_0000244.jpg,3.93,40.87
GUOBEI_imgcls_C_0000245.jpg,4.63,37.33
GUOBEI_imgcls_C_0000246.jpg,3.92,40.88
GUOBEI_imgcls_C_0000247.jpg,4.51,37.97
GUOBEI_imgcls_C_0000248.jpg,4.53,37.83
GUOBEI_imgcls_C_0000249.jpg,4.21,39.44
GUOBEI_imgcls_C_0000250.jpg,4.52,37.89
GUOBEI_imgcls_C_0000251.jpg,3.71,41.94
GUOBEI_imgcls_C_0000252.jpg,3.9,41.0
GUOBEI_imgcls_C_0000253.jpg,3.6,42.48
GUOBEI_imgcls_C_0000254.jpg,3.64,42.32
GUOBEI_imgcls_C_0000255.jpg,4.3,39.02
GUOBEI_imgcls_C_0000256.jpg,4.45,38.27
GUOBEI_imgcls_C_0000257.jpg,3.99,40.57
GUOBEI_imgcls_C_0000258.jpg,4.45,38.24
GUOBEI_imgcls_C_0000259.jpg,4.31,38.94
GUOBEI_imgcls_C_0000260.jpg,4.18,39.59
GUOBEI_imgcls_C_0000261.jpg,4.97,35.66
GUOBEI_imgcls_C_0000262.jpg,5.32,33.89
GUOBEI_imgcls_C_0000263.jpg,4.14,39.79
GUOBEI_imgcls_C_0000264.jpg,4.99,35.55
GUOBEI_imgcls_C_0000265.jpg,4.23,39.36
GUOBEI_imgcls_C_0000266.jpg,4.19,39.53
GUOBEI_imgcls_C_0000267.jpg,4.6,37.48
GUOBEI_imgcls_C_0000268.jpg,4.38,38.59
GUOBEI_imgcls_C_0000269.jpg,4.4,38.5
GUOBEI_imgcls_C_0000270.jpg,4.68,37.09
GUOBEI_imgcls_C_0000271.jpg,4.0,40.51
GUOBEI_imgcls_C_0000272.jpg,4.03,40.36
GUOBEI_imgcls_C_0000273.jpg,4.2,39.48
GUOBEI_imgcls_C_0000274.jpg,4.75,36.76
GUOBEI_imgcls_C_0000275.jpg,4.09,40.06
GUOBEI_imgcls_C_0000276.jpg,4.04,40.28
GUOBEI_imgcls_C_0000277.jpg,4.05,40.23
GUOBEI_imgcls_C_0000278.jpg,4.5,38.01
GUOBEI_imgcls_C_0000279.jpg,4.32,38.92
GUOBEI_imgcls_C_0000280.jpg,4.08,40.1
GUOBEI_imgcls_C_0000281.jpg,4.22,39.42
GUOBEI_imgcls_C_0000282.jpg,4.4,38.51
GUOBEI_imgcls_C_0000283.jpg,3.96,40.7
GUOBEI_imgcls_C_0000284.jpg,4.07,40.15
GUOBEI_imgcls_C_0000285.jpg,4.61,37.45
GUOBEI_imgcls_C_0000286.jpg,5.37,33.67
GUOBEI_imgcls_C_0000287.jpg,4.67,37.14
GUOBEI_imgcls_C_0000288.jpg,3.96,40.69
GUOBEI_imgcls_C_0000289.jpg,3.97,40.64
GUOBEI_imgcls_C_0000290.jpg,4.8,36.48
GUOBEI_imgcls_C_0000291.jpg,4.69,37.06
GUOBEI_imgcls_C_0000292.jpg,4.26,39.2
GUOBEI_imgcls_C_0000293.jpg,4.5,37.99
GUOBEI_imgcls_C_0000294.jpg,4.44,38.3
GUOBEI_imgcls_C_0000295.jpg,3.8,41.52
GUOBEI_imgcls_C_0000296.jpg,4.52,37.9
GUOBEI_imgcls_C_0000297.jpg,4.08,40.09
GUOBEI_imgcls_C_0000298.jpg,4.63,37.37
GUOBEI_imgcls_C_0000299.jpg,4.32,38.89
GUOBEI_imgcls_C_0000300.jpg,4.49,38.06
GUOBEI_imgcls_C_0000301.jpg,4.69,37.06
GUOBEI_imgcls_C_0000302.jpg,4.0,40.49
GUOBEI_imgcls_C_0000303.jpg,4.17,39.67
GUOBEI_imgcls_C_0000304.jpg,4.61,37.43
GUOBEI_imgcls_C_0000305.jpg,3.77,41.65
GUOBEI_imgcls_C_0000306.jpg,4.53,37.86
GUOBEI_imgcls_C_0000307.jpg,4.35,38.73
GUOBEI_imgcls_C_0000308.jpg,4.26,39.22
GUOBEI_imgcls_C_0000309.jpg,4.1,39.98
GUOBEI_imgcls_C_0000310.jpg,4.72,36.9
GUOBEI_imgcls_C_0000311.jpg,4.85,36.25
GUOBEI_imgcls_C_0000312.jpg,4.41,38.44
GUOBEI_imgcls_C_0000313.jpg,4.23,39.36
GUOBEI_imgcls_C_0000314.jpg,4.56,37.68
GUOBEI_imgcls_C_0000315.jpg,4.63,37.33
GUOBEI_imgcls_C_0000316.jpg,4.44,38.29
GUOBEI_imgcls_C_0000317.jpg,4.4,38.51
GUOBEI_imgcls_C_0000318.jpg,4.57,37.63
GUOBEI_imgcls_C_0000319.jpg,4.5,37.99
GUOBEI_imgcls_C_0000320.jpg,5.31,33.96
GUOBEI_imgcls_C_0000321.jpg,4.91,35.96
GUOBEI_imgcls_C_0000322.jpg,4.44,38.29
GUOBEI_imgcls_C_0000323.jpg,3.87,41.13
GUOBEI_imgcls_C_0000324.jpg,4.09,40.04
GUOBEI_imgcls_C_0000325.jpg,4.3,39.02
GUOBEI_imgcls_C_0000326.jpg,3.98,40.6
GUOBEI_imgcls_C_0000327.jpg,4.99,35.53
GUOBEI_imgcls_C_0000328.jpg,4.32,38.89
GUOBEI_imgcls_C_0000329.jpg,3.96,40.7
GUOBEI_imgcls_C_0000330.jpg,4.86,36.22
GUOBEI_imgcls_C_0000331.jpg,4.48,38.12
GUOBEI_imgcls_C_0000332.jpg,4.29,39.03
GUOBEI_imgcls_C_0000333.jpg,3.74,41.79
GUOBEI_imgcls_C_0000334.jpg,3.94,40.8
GUOBEI_imgcls_C_0000335.jpg,4.34,38.82
GUOBEI_imgcls_C_0000336.jpg,4.18,39.62
GUOBEI_imgcls_C_0000337.jpg,3.8,41.48
GUOBEI_imgcls_C_0000338.jpg,5.06,35.22
GUOBEI_imgcls_C_0000339.jpg,4.8,36.51
GUOBEI_imgcls_C_0000340.jpg,4.52,37.9
GUOBEI_imgcls_C_0000341.jpg,4.31,38.96
GUOBEI_imgcls_C_0000342.jpg,4.29,39.03
GUOBEI_imgcls_C_0000343.jpg,4.11,39.94
GUOBEI_imgcls_C_0000344.jpg,3.78,41.62
GUOBEI_imgcls_C_0000345.jpg,4.22,39.42
GUOBEI_imgcls_C_0000346.jpg,4.35,38.77
GUOBEI_imgcls_C_0000347.jpg,3.66,42.2
GUOBEI_imgcls_C_0000348.jpg,4.28,39.09
GUOBEI_imgcls_C_0000349.jpg,4.45,38.26
GUOBEI_imgcls_C_0000350.jpg,4.37,38.64
GUOBEI_imgcls_C_0000351.jpg,3.68,42.1
GUOBEI_imgcls_C_0000352.jpg,3.7,42.02
GUOBEI_imgcls_C_0000353.jpg,4.85,36.23
GUOBEI_imgcls_C_0000354.jpg,4.78,36.61
GUOBEI_imgcls_C_0000355.jpg,4.8,36.5
GUOBEI_imgcls_C_0000356.jpg,4.68,37.09
GUOBEI_imgcls_C_0000357.jpg,4.08,40.08
GUOBEI_imgcls_C_0000358.jpg,4.2,39.51
GUOBEI_imgcls_C_0000359.jpg,4.29,39.04
GUOBEI_imgcls_C_0000360.jpg,4.36,38.68
GUOBEI_imgcls_C_0000361.jpg,4.72,36.88
GUOBEI_imgcls_C_0000362.jpg,4.31,38.94
GUOBEI_imgcls_C_0000363.jpg,4.36,38.7
GUOBEI_imgcls_C_0000364.jpg,4.57,37.63
GUOBEI_imgcls_C_0000365.jpg,4.14,39.79
GUOBEI_imgcls_C_0000366.jpg,4.15,39.76
GUOBEI_imgcls_C_0000367.jpg,4.19,39.57
GUOBEI_imgcls_C_0000368.jpg,3.92,40.89
GUOBEI_imgcls_C_0000369.jpg,3.97,40.63
GUOBEI_imgcls_C_0000370.jpg,4.14,39.8
GUOBEI_imgcls_C_0000371.jpg,3.9,41.0
GUOBEI_imgcls_C_0000372.jpg,3.96,40.72
GUOBEI_imgcls_C_0000373.jpg,3.95,40.75
GUOBEI_imgcls_C_0000374.jpg,4.02,40.38
GUOBEI_imgcls_C_0000375.jpg,4.62,37.39
GUOBEI_imgcls_C_0000376.jpg,4.68,37.11
GUOBEI_imgcls_C_0000377.jpg,4.56,37.7
GUOBEI_imgcls_C_0000378.jpg,4.61,37.46
GUOBEI_imgcls_C_0000379.jpg,4.65,37.23
GUOBEI_imgcls_C_0000380.jpg,4.2,39.5
GUOBEI_imgcls_C_0000381.jpg,4.14,39.81
GUOBEI_imgcls_C_0000382.jpg,4.58,37.62
GUOBEI_imgcls_C_0000383.jpg,4.37,38.63
GUOBEI_imgcls_C_0000384.jpg,4.27,39.16
GUOBEI_imgcls_C_0000385.jpg,3.62,42.42
GUOBEI_imgcls_C_0000386.jpg,4.03,40.37
GUOBEI_imgcls_C_0000387.jpg,4.42,38.38
GUOBEI_imgcls_C_0000388.jpg,4.12,39.9
GUOBEI_imgcls_C_0000389.jpg,5.11,34.95
GUOBEI_imgcls_C_0000390.jpg,4.98,35.58
GUOBEI_imgcls_C_0000391.jpg,4.6,37.48
GUOBEI_imgcls_C_0000392.jpg,3.81,41.43
GUOBEI_imgcls_C_0000393.jpg,4.09,40.07
GUOBEI_imgcls_C_0000394.jpg,3.99,40.56
GUOBEI_imgcls_C_0000395.jpg,4.17,39.67
GUOBEI_imgcls_C_0000396.jpg,4.23,39.33
GUOBEI_imgcls_C_0000397.jpg,4.48,38.08
GUOBEI_imgcls_C_0000398.jpg,4.13,39.86
GUOBEI_imgcls_C_0000399.jpg,4.02,40.4
GUOBEI_imgcls_C_0000400.jpg,4.56,37.68
GUOBEI_imgcls_C_0000401.jpg,3.69,42.06
GUOBEI_imgcls_C_0000402.jpg,4.13,39.84
GUOBEI_imgcls_C_0000403.jpg,4.27,39.17
GUOBEI_imgcls_C_0000404.jpg,4.36,38.71
GUOBEI_imgcls_C_0000405.jpg,4.38,38.58
GUOBEI_imgcls_C_0000406.jpg,4.43,38.33
GUOBEI_imgcls_C_0000407.jpg,4.69,37.03
GUOBEI_imgcls_C_0000408.jpg,4.44,38.32
GUOBEI_imgcls_C_0000409.jpg,4.35,38.76
GUOBEI_imgcls_C_0000410.jpg,4.04,40.28
GUOBEI_imgcls_C_0000411.jpg,4.42,38.38
GUOBEI_imgcls_C_0000412.jpg,4.19,39.54
GUOBEI_imgcls_C_0000413.jpg,4.04,40.3
GUOBEI_imgcls_C_0000414.jpg,4.12,39.92
GUOBEI_imgcls_C_0000415.jpg,3.8,41.51
GUOBEI_imgcls_C_0000416.jpg,3.99,40.55
GUOBEI_imgcls_C_0000417.jpg,4.12,39.89
GUOBEI_imgcls_C_0000418.jpg,5.26,34.2
GUOBEI_imgcls_C_0000419.jpg,3.81,41.43
GUOBEI_imgcls_C_0000420.jpg,4.08,40.08
GUOBEI_imgcls_C_0000421.jpg,3.73,41.84
GUOBEI_imgcls_C_0000422.jpg,4.5,37.98
GUOBEI_imgcls_C_0000423.jpg,4.17,39.63
GUOBEI_imgcls_C_0000424.jpg,4.15,39.76
GUOBEI_imgcls_C_0000425.jpg,3.98,40.58
GUOBEI_imgcls_C_0000426.jpg,4.13,39.85
GUOBEI_imgcls_C_0000427.jpg,4.39,38.57
GUOBEI_imgcls_C_0000428.jpg,4.57,37.66
GUOBEI_imgcls_C_0000429.jpg,4.71,36.96
GUOBEI_imgcls_C_0000430.jpg,4.51,37.96
GUOBEI_imgcls_C_0000431.jpg,4.34,38.81
GUOBEI_imgcls_C_0000432.jpg,4.81,36.44
GUOBEI_imgcls_C_0000433.jpg,4.58,37.62
GUOBEI_imgcls_C_0000434.jpg,4.46,38.22
GUOBEI_imgcls_C_0000435.jpg,3.93,40.86
GUOBEI_imgcls_C_0000436.jpg,3.99,40.54
GUOBEI_imgcls_C_0000437.jpg,4.16,39.72
GUOBEI_imgcls_C_0000438.jpg,4.6,37.52
GUOBEI_imgcls_C_0000439.jpg,4.3,39.02
GUOBEI_imgcls_C_0000440.jpg,4.43,38.35
GUOBEI_imgcls_C_0000441.jpg,3.79,41.54
GUOBEI_imgcls_C_0000442.jpg,4.84,36.32
GUOBEI_imgcls_C_0000443.jpg,3.8,41.48
GUOBEI_imgcls_C_0000444.jpg,3.71,41.93
GUOBEI_imgcls_C_0000445.jpg,5.0,35.5
GUOBEI_imgcls_C_0000446.jpg,3.7,41.99
GUOBEI_imgcls_C_0000447.jpg,4.48,38.08
GUOBEI_imgcls_C_0000448.jpg,4.63,37.35
GUOBEI_imgcls_C_0000449.jpg,4.58,37.6
GUOBEI_imgcls_C_0000450.jpg,4.33,38.87
GUOBEI_imgcls_C_0000451.jpg,4.6,37.48
GUOBEI_imgcls_C_0000452.jpg,4.34,38.79
GUOBEI_imgcls_C_0000453.jpg,4.08,40.11
GUOBEI_imgcls_C_0000454.jpg,4.07,40.15
GUOBEI_imgcls_C_0000455.jpg,4.24,39.31
GUOBEI_imgcls_C_0000456.jpg,4.68,37.1
GUOBEI_imgcls_C_0000457.jpg,4.42,38.42
GUOBEI_imgcls_C_0000458.jpg,4.74,36.78
GUOBEI_imgcls_C_0000459.jpg,4.3,38.99
GUOBEI_imgcls_C_0000460.jpg,4.59,37.54
GUOBEI_imgcls_C_0000461.jpg,4.08,40.1
GUOBEI_imgcls_C_0000462.jpg,4.43,38.36
GUOBEI_imgcls_C_0000463.jpg,3.92,40.9
GUOBEI_imgcls_C_0000464.jpg,4.49,38.05
GUOBEI_imgcls_C_0000465.jpg,4.42,38.4
GUOBEI_imgcls_C_0000466.jpg,4.22,39.42
